101,209,310,
101,204,306,
93,196,290,
82,166,249,
95,158,254,
74,174,248,
83,182,265,
93,217,310,
116,197,314,
87,156,243,
74,172,247,
86,156,243,
75,173,248,
76,153,229,
69,171,241,
88,163,252,
72,152,225,
69,151,221,
70,162,233,
65,159,225,
69,152,222,
64,150,214,
64,173,238,
112,162,274,
68,150,218,
64,149,213,
61,150,212,
74,167,241,
83,164,247,
91,165,257,
97,170,267,
89,177,267,
80,166,246,
86,168,255,
78,164,243,
71,151,222,
65,151,217,
66,150,216,
68,150,218,
71,149,221,
63,149,213,
61,148,210,
62,148,211,
61,156,218,
69,154,223,
71,153,225,
75,151,226,
68,158,227,
74,154,229,
72,151,223,
74,154,228,
76,160,237,
82,156,239,
79,153,232,
70,152,222,
67,149,217,
74,151,225,
62,149,212,
62,149,211,
64,149,213,
65,157,223,
67,151,218,
69,153,223,
71,155,226,
71,159,230,
70,151,221,
67,150,218,
65,151,217,
77,164,242,
73,153,226,
69,150,220,
66,150,217,
64,150,215,
70,149,219,
63,150,214,
68,151,220,
63,149,212,
61,155,216,
62,148,210,
60,148,209,
60,148,209,
61,148,210,
67,148,215,
61,149,210,
61,148,209,
60,147,208,
60,154,215,
62,148,211,
60,148,209,
61,149,211,
61,149,210,
69,149,219,
66,150,216,
64,149,214,
64,149,214,
61,153,214,
64,151,215,
64,149,214,
64,149,214,
64,154,219,
64,149,214,
65,150,216,
62,150,212,
76,153,229,
71,150,221,
62,149,211,
62,148,211,
63,150,213,
67,156,223,
70,152,222,
73,151,224,
70,151,221,
71,159,230,
71,151,222,
70,151,222,
74,152,227,
73,152,225,
75,153,228,
68,150,219,
65,149,214,
63,151,214,
63,156,219,
63,149,212,
62,149,211,
62,149,212,
63,156,220,
64,150,214,
64,151,216,
66,150,217,
65,150,216,
68,150,219,
61,149,211,
61,149,210,
61,149,211,
63,157,220,
66,151,217,
64,150,215,
64,151,215,
78,152,231,
66,151,218,
63,150,214,
66,151,218,
67,149,217,
61,154,216,
64,149,214,
63,150,213,
61,147,209,
60,155,216,
62,149,211,
60,149,209,
61,148,209,
61,148,210,
63,156,219,
62,148,211,
61,149,210,
61,153,215,
63,154,218,
64,148,213,
61,148,209,
63,149,212,
62,150,212,
68,148,217,
64,152,216,
65,149,215,
62,148,211,
61,155,217,
62,148,211,
61,148,210,
61,149,210,
61,148,209,
66,148,215,
61,149,210,
60,148,209,
62,159,222,
65,155,221,
64,150,214,
61,148,209,
62,148,210,
65,151,216,
67,153,221,
74,151,226,
73,163,237,
97,159,257,
90,176,267,
87,167,255,
77,175,252,
99,171,270,
87,157,245,
89,183,272,
138,223,361,
163,199,362,
164,211,375,
121,200,321,
117,170,287,
95,167,263,
85,163,248,
108,173,281,
85,166,252,
86,164,251,
74,163,238,
85,163,249,
77,163,241,
82,161,244,
77,164,241,
78,159,238,
76,155,232,
79,154,234,
79,162,241,
81,155,237,
81,166,247,
89,168,257,
85,184,270,
87,188,276,
84,175,259,
79,166,246,
105,171,276,
103,198,301,
102,163,266,
93,172,265,
95,177,273,
101,181,282,
91,200,291,
160,220,381,
125,186,311,
81,168,249,
80,155,236,
86,167,254,
82,183,266,
69,179,249,
68,151,219,
76,163,240,
65,181,247,
85,170,256,
77,153,230,
69,190,259,
77,180,258,
84,166,250,
76,152,228,
66,159,226,
73,164,238,
83,165,249,
83,161,244,
68,161,230,
72,162,235,
83,183,267,
69,168,238,
67,149,217,
70,163,234,
68,195,264,
66,172,239,
69,152,221,
69,172,242,
76,187,264,
84,167,252,
106,171,277,
102,168,270,
95,189,285,
82,177,260,
80,153,234,
96,170,266,
93,175,269,
70,172,243,
68,150,219,
76,170,247,
80,177,257,
74,20110,20184,
232,1572,1804,
134,8450,8585,
190,2815,3005,
136,1518,1655,
119,1071,1191,
126,676,802,
131,616,748,
108,623,732,
85,626,712,
93,599,693,
84,615,700,
74,614,688,
82,601,684,
119,671,790,
145,602,747,
114,682,796,
194,669,864,
157,619,776,
139,597,737,
125,620,746,
130,629,759,
126,604,731,
132,639,772,
114,625,740,
138,620,759,
118,644,762,
136,617,753,
125,609,735,
218,630,849,
135,593,729,
113,575,689,
105,581,687,
101,585,686,
75,620,696,
111,588,699,
104,580,685,
91,571,662,
102,601,704,
99,615,715,
97,578,675,
107,607,714,
85,639,724,
98,616,715,
106,604,711,
82,625,707,
72,612,685,
84,603,688,
68,611,679,
83,594,678,
83,610,694,
67,613,680,
92,597,690,
79,605,684,
68,564,632,
66,565,632,
70,573,643,
68,559,627,
73,566,639,
66,567,633,
73,566,639,
69,573,643,
71,569,641,
89,618,708,
107,574,682,
84,570,655,
77,569,647,
82,565,648,
81,577,658,
73,568,641,
76,561,637,
69,603,672,
74,563,637,
82,576,658,
74,580,654,
71,561,632,
73,579,653,
77,575,653,
72,560,633,
68,571,639,
68,597,665,
85,564,649,
67,573,640,
67,580,648,
70,574,645,
71,565,636,
73,565,639,
73,570,644,
71,567,639,
80,620,701,
95,576,671,
82,571,653,
76,575,652,
75,566,642,
91,591,682,
101,582,683,
88,569,657,
89,566,656,
85,645,731,
72,558,631,
73,569,643,
67,574,641,
72,559,632,
66,581,648,
74,567,642,
71,572,644,
90,577,668,
96,605,702,
102,589,692,
110,577,687,
96,578,675,
97,581,679,
104,582,687,
106,581,688,
109,605,715,
121,648,769,
176,631,808,
199,598,797,
128,588,716,
137,598,735,
109,576,686,
94,576,671,
87,575,663,
87,572,659,
93,597,691,
99,581,681,
91,569,660,
105,577,682,
92,575,668,
87,564,651,
86,572,659,
88,571,659,
83,578,661,
92,585,678,
98,576,675,
95,584,679,
104,603,707,
207,625,833,
126,595,722,
107,586,694,
93,568,661,
90,586,676,
97,576,674,
95,570,666,
86,588,675,
77,568,646,
71,573,645,
72,573,646,
69,565,635,
69,571,640,
77,565,642,
71,573,645,
67,564,632,
67,580,647,
70,579,650,
71,559,631,
74,567,642,
73,577,650,
74,565,640,
74,573,648,
73,573,648,
78,563,642,
78,578,657,
81,573,655,
83,579,662,
79,580,659,
78,576,654,
78,571,650,
71,570,641,
71,565,637,
67,571,639,
67,564,631,
66,566,633,
75,564,640,
67,578,645,
77,571,649,
73,558,632,
67,572,640,
66,565,631,
66,565,632,
66,571,638,
66,559,626,
69,570,639,
74,573,648,
70,559,630,
73,587,661,
86,569,656,
96,565,661,
81,577,659,
74,566,640,
77,575,652,
78,576,655,
71,568,640,
68,580,648,
69,564,634,
67,571,639,
67,568,636,
67,565,633,
66,559,626,
76,559,635,
69,565,634,
67,558,625,
66,563,630,
65,564,630,
66,558,625,
66,565,632,
67,573,640,
68,559,627,
73,571,644,
81,571,652,
81,563,644,
86,574,661,
87,575,663,
91,567,659,
87,593,680,
121,614,735,
163,620,783,
119,588,708,
99,577,676,
98,572,671,
89,567,657,
111,728,840,
131,608,739,
91,581,672,
100,580,680,
100,582,683,
91,598,690,
99,599,698,
114,610,725,
95,578,673,
89,569,658,
90,578,668,
106,584,691,
102,630,732,
138,580,719,
105,571,677,
93,597,690,
113,576,689,
109,573,683,
95,570,666,
84,573,657,
89,569,659,
84,569,653,
73,568,642,
71,567,639,
76,571,648,
78,578,657,
84,560,645,
76,573,649,
92,573,665,
73,563,637,
72,565,638,
71,557,629,
72,559,632,
73,567,641,
74,563,637,
80,569,650,
82,589,672,
84,562,646,
90,566,657,
89,574,663,
91,588,680,
97,564,661,
85,569,654,
80,559,639,
80,560,640,
69,564,633,
68,558,627,
68,575,644,
71,564,635,
67,558,626,
69,562,632,
67,563,631,
66,558,625,
67,565,632,
70,565,636,
67,558,625,
67,565,632,
67,571,638,
77,564,642,
77,566,643,
71,560,631,
89,574,664,
85,585,671,
77,585,662,
88,563,651,
79,571,651,
82,564,647,
88,561,650,
76,575,651,
75,559,634,
78,568,646,
71,570,641,
74,566,641,
79,560,639,
69,568,638,
67,561,629,
70,569,639,
71,571,643,
72,574,646,
73,565,638,
69,565,634,
68,558,627,
67,564,631,
66,565,632,
74,559,634,
73,566,639,
71,567,639,
79,567,646,
85,577,663,
88,599,688,
131,639,771,
212,618,830,
121,583,704,
101,578,679,
95,570,665,
86,571,658,
83,570,654,
82,563,646,
84,574,658,
89,594,683,
102,571,674,
95,571,667,
91,586,678,
99,569,669,
95,571,666,
86,574,660,
85,573,658,
89,567,657,
86,575,662,
97,569,667,
95,571,666,
94,625,719,
131,585,716,
110,584,695,
124,606,730,
127,613,740,
106,577,683,
91,576,668,
82,614,697,
82,618,700,
105,582,687,
79,623,702,
83,576,659,
88,578,667,
80,574,654,
76,573,650,
75,594,670,
91,574,665,
76,584,660,
83,584,667,
78,572,650,
77,582,660,
79,575,655,
84,578,663,
82,582,665,
79,591,671,
81,576,658,
74,584,658,
92,578,670,
88,578,667,
93,589,682,
73,577,650,
79,583,662,
83,586,670,
84,576,661,
78,609,688,
74,630,705,
83,588,671,
79,622,702,
72,648,721,
72,593,665,
77,572,649,
77,565,643,
82,573,656,
75,559,635,
80,558,639,
73,573,646,
69,568,638,
78,581,660,
98,592,691,
92,575,667,
100,568,668,
98,580,678,
91,570,662,
90,571,662,
92,578,670,
82,572,654,
80,566,647,
78,572,650,
74,566,640,
77,580,657,
82,572,654,
82,581,663,
89,570,659,
78,567,646,
74,571,646,
74,567,641,
80,567,648,
76,572,648,
79,559,638,
75,579,655,
76,573,650,
78,574,652,
80,575,656,
81,575,657,
85,572,658,
88,588,677,
109,591,701,
109,623,733,
176,655,832,
139,636,775,
118,582,700,
99,567,667,
85,587,673,
82,580,662,
84,573,657,
92,576,668,
88,571,659,
84,586,670,
100,587,688,
107,587,695,
110,589,700,
100,578,679,
91,571,663,
89,578,668,
87,573,660,
101,618,719,
97,602,699,
110,573,683,
112,579,691,
153,677,831,
150,608,758,
113,605,719,
112,587,700,
88,595,683,
86,578,664,
84,578,662,
93,578,671,
87,573,660,
86,585,671,
96,582,679,
91,604,696,
97,585,682,
104,581,685,
110,588,699,
98,575,673,
96,568,665,
88,577,666,
86,574,661,
87,595,683,
97,596,694,
98,587,686,
101,570,672,
96,577,674,
102,589,692,
104,567,672,
93,576,670,
93,629,723,
106,581,687,
90,574,664,
89,597,686,
93,568,662,
87,572,660,
83,568,651,
88,567,655,
89,605,695,
94,567,662,
87,585,673,
88,575,664,
85,571,656,
94,587,682,
68,559,628,
72,567,639,
66,572,639,
71,557,628,
67,578,646,
74,578,652,
74,583,657,
73,574,648,
81,579,661,
108,568,676,
102,580,683,
112,638,751,
110,574,684,
93,568,662,
84,574,659,
91,560,652,
92,561,653,
96,566,662,
86,560,647,
93,601,695,
99,577,676,
89,580,669,
92,562,655,
82,567,650,
84,572,656,
90,561,651,
84,566,650,
88,602,691,
92,571,664,
87,583,671,
94,582,676,
101,570,672,
110,593,704,
121,638,759,
192,652,844,
140,606,746,
125,619,745,
107,613,721,
91,623,714,
93,574,668,
106,595,702,
106,576,683,
105,617,723,
114,584,698,
106,579,685,
109,588,697,
120,572,693,
105,581,687,
103,578,682,
106,569,676,
119,601,720,
107,587,694,
106,593,699,
91,584,676,
92,669,762,
178,650,829,
123,620,743,
113,604,717,
114,612,726,
88,623,712,
93,586,680,
74,560,635,
70,566,636,
68,557,626,
72,563,636,
72,569,642,
72,567,640,
73,558,632,
67,573,640,
74,566,641,
68,562,630,
68,578,646,
66,562,628,
74,578,653,
71,570,641,
67,557,625,
67,573,640,
70,565,635,
75,568,644,
73,573,647,
73,579,653,
92,574,666,
88,581,670,
83,571,655,
72,576,649,
70,570,641,
75,568,644,
68,567,635,
68,568,636,
67,587,654,
86,608,695,
72,566,639,
68,577,646,
68,566,635,
70,571,641,
67,565,632,
67,559,626,
65,570,636,
66,558,624,
79,563,642,
72,599,671,
77,563,641,
85,577,662,
74,574,649,
74,565,640,
90,581,672,
86,578,665,
90,567,658,
83,571,654,
71,574,645,
70,589,659,
77,604,681,
79,567,646,
72,560,632,
79,562,641,
74,566,640,
69,563,632,
67,567,635,
67,593,660,
71,561,633,
68,569,638,
68,579,648,
70,560,631,
69,566,635,
68,563,632,
68,556,625,
66,574,641,
69,568,638,
80,574,654,
83,587,670,
93,616,710,
181,651,833,
139,602,742,
109,584,694,
101,601,702,
95,577,673,
83,575,658,
90,580,670,
87,581,668,
100,573,673,
115,596,711,
162,1095,1258,
43,577,621,
56,572,628,
37,583,620,
37,572,609,
40,570,610,
39,581,621,
37,580,617,
42,583,625,
41,578,619,
42,575,617,
39,572,612,
36,576,613,
38,574,612,
38,578,616,
41,583,625,
37,580,617,
37,561,598,
37,571,609,
37,572,609,
36,559,596,
39,562,602,
36,574,611,
37,569,606,
36,572,609,
37,581,619,
37,571,609,
38,559,597,
48,608,656,
38,608,647,
39,576,615,
39,620,660,
42,589,631,
66,571,637,
47,599,646,
36,588,625,
37,564,601,
45,569,615,
36,575,611,
36,579,616,
38,560,598,
42,568,611,
36,566,602,
43,575,619,
37,563,601,
36,568,605,
36,570,607,
38,596,634,
37,565,602,
37,567,605,
39,569,609,
50,600,650,
51,597,648,
41,593,634,
51,603,655,
38,624,662,
39,584,623,
45,606,652,
37,589,626,
36,587,624,
37,575,612,
45,598,644,
37,602,640,
37,588,625,
38,577,615,
41,566,608,
36,570,607,
36,569,606,
37,566,604,
36,582,619,
36,571,608,
43,582,625,
40,617,657,
39,595,635,
41,585,627,
43,582,625,
40,640,680,
70,669,739,
45,616,662,
51,605,657,
42,587,630,
39,592,631,
40,579,619,
39,569,609,
38,580,618,
42,608,651,
39,572,612,
39,575,614,
39,603,642,
38,585,624,
37,567,605,
38,573,611,
38,578,616,
41,605,647,
42,581,624,
38,577,615,
40,728,768,
73,627,700,
38,576,614,
37,572,609,
40,598,638,
43,567,610,
38,591,630,
37,574,611,
36,626,662,
36,571,607,
37,609,646,
37,607,645,
37,566,604,
36,568,605,
36,566,602,
36,558,595,
37,560,598,
37,564,601,
36,565,602,
42,575,617,
37,577,615,
37,589,627,
42,587,630,
38,566,605,
37,567,604,
37,582,620,
36,586,623,
38,566,604,
37,569,606,
37,577,615,
37,576,614,
42,558,601,
36,567,604,
53,609,663,
37,576,613,
36,566,603,
36,576,613,
36,579,615,
36,559,596,
62,568,630,
37,568,605,
37,583,620,
40,562,603,
36,567,603,
37,566,603,
38,560,599,
36,601,638,
54,586,641,
37,585,623,
37,571,609,
36,566,603,
36,565,601,
41,606,648,
37,566,604,
36,566,603,
37,567,604,
43,571,614,
37,565,602,
37,596,633,
37,565,602,
36,560,596,
36,570,607,
36,563,599,
37,577,615,
47,564,612,
37,573,610,
38,584,622,
38,595,634,
79,586,666,
80,632,712,
105,662,768,
41,597,638,
37,573,611,
36,564,601,
37,572,609,
39,574,613,
37,577,615,
38,609,647,
40,576,617,
71,624,695,
39,584,624,
38,566,604,
45,564,610,
38,571,610,
39,594,634,
61,583,645,
46,576,623,
41,578,619,
38,587,626,
93,645,739,
42,593,636,
63,610,674,
38,573,611,
37,625,662,
36,612,649,
42,570,612,
37,570,608,
36,568,605,
37,580,617,
53,568,622,
37,567,604,
36,567,604,
37,561,598,
36,565,602,
37,569,607,
36,559,596,
60,581,641,
37,566,604,
36,566,603,
36,566,603,
38,562,601,
37,570,608,
37,593,631,
39,585,625,
78,570,649,
40,571,611,
37,567,604,
37,562,599,
46,565,612,
36,570,606,
37,576,613,
37,559,596,
37,599,636,
36,564,601,
36,560,597,
36,569,606,
36,567,604,
36,562,599,
36,579,616,
38,568,607,
37,579,617,
37,561,598,
45,576,621,
36,574,611,
38,588,627,
37,574,611,
39,601,640,
37,585,623,
36,568,605,
37,561,598,
36,564,600,
36,572,609,
37,579,617,
38,561,600,
37,588,626,
37,581,619,
36,569,606,
37,584,622,
37,566,603,
44,590,634,
39,566,606,
50,596,646,
37,598,635,
38,601,640,
37,594,631,
39,599,638,
38,603,641,
41,608,649,
53,565,619,
53,562,615,
48,594,642,
37,586,624,
37,560,597,
57,560,618,
36,568,605,
36,583,620,
66,569,635,
36,568,604,
37,567,605,
36,565,602,
46,563,609,
36,564,601,
36,565,602,
36,576,613,
37,582,619,
37,566,603,
37,560,598,
37,562,600,
37,578,615,
37,566,604,
37,627,664,
44,589,633,
37,570,607,
36,571,607,
36,562,598,
44,560,605,
36,578,615,
37,572,609,
48,597,645,
73,616,689,
68,645,714,
40,581,621,
39,578,618,
37,567,605,
55,568,623,
38,649,687,
41,582,624,
42,568,610,
39,669,709,
101,674,775,
40,592,632,
44,610,654,
44,620,665,
41,599,640,
40,584,624,
38,578,617,
38,573,612,
52,587,639,
38,604,642,
81,590,671,
41,609,651,
50,581,632,
44,569,614,
37,576,614,
37,578,615,
37,584,622,
56,629,686,
59,588,647,
38,588,627,
37,571,608,
37,574,611,
38,574,612,
37,579,617,
38,587,626,
37,588,626,
54,590,645,
38,597,635,
37,578,615,
37,562,599,
38,559,597,
36,567,604,
37,592,630,
48,572,621,
37,567,605,
61,571,632,
37,561,598,
37,561,599,
37,569,606,
40,569,609,
36,587,624,
44,563,608,
54,570,625,
37,569,606,
37,563,601,
37,589,627,
38,616,654,
43,610,654,
39,602,642,
38,583,621,
37,573,610,
36,569,606,
37,564,601,
36,588,625,
53,573,627,
36,187,224,
37,584,622,
36,153,190,
41,569,611,
38,155,194,
36,572,609,
38,153,192,
37,576,613,
49,153,202,
36,160,197,
36,583,620,
37,153,190,
38,154,192,
37,158,195,
37,582,620,
37,154,192,
37,153,190,
37,153,190,
37,153,190,
37,152,190,
42,159,202,
36,152,189,
37,152,189,
36,157,193,
64,170,234,
38,162,200,
38,162,200,
38,154,193,
37,153,191,
37,153,190,
38,151,190,
36,151,187,
36,580,617,
37,150,188,
36,150,186,
36,156,193,
40,562,603,
39,159,198,
38,178,216,
40,157,197,
38,576,614,
39,157,196,
57,169,226,
60,178,239,
65,637,702,
39,162,202,
38,161,200,
36,153,190,
36,572,609,
47,182,229,
44,158,202,
44,162,207,
37,577,614,
38,158,196,
38,155,194,
36,155,191,
44,585,629,
37,161,198,
38,152,190,
38,153,191,
38,574,612,
54,178,232,
45,162,208,
43,159,202,
39,604,644,
51,168,219,
43,164,207,
44,181,226,
39,607,646,
58,166,225,
39,160,200,
37,165,203,
41,598,640,
37,168,206,
38,154,193,
37,153,190,
37,574,612,
38,154,192,
38,153,191,
38,174,212,
58,605,664,
63,163,227,
46,161,207,
50,159,209,
37,577,615,
46,157,204,
37,162,200,
36,156,193,
46,586,633,
39,158,197,
43,154,198,
41,151,193,
41,575,617,
38,155,193,
40,153,194,
39,157,197,
44,581,625,
43,153,197,
36,150,187,
36,578,615,
38,158,196,
36,155,191,
47,572,619,
39,156,195,
44,154,198,
37,564,601,
39,155,194,
37,187,225,
37,572,610,
36,152,189,
44,154,199,
42,559,602,
37,152,189,
67,154,222,
36,564,601,
37,154,192,
35,151,187,
36,572,608,
49,171,221,
36,151,188,
44,565,610,
37,151,188,
42,163,206,
36,559,595,
43,152,195,
36,149,186,
36,566,602,
36,151,187,
36,149,186,
36,575,611,
51,174,225,
37,158,196,
37,564,602,
36,158,195,
38,151,190,
36,568,605,
36,150,187,
36,568,605,
37,157,194,
36,566,603,
55,167,222,
37,578,616,
37,154,191,
36,567,604,
38,150,188,
62,574,637,
37,160,198,
37,581,619,
38,157,195,
36,578,615,
37,157,195,
37,582,619,
38,157,195,
35,575,611,
39,156,195,
36,579,615,
42,152,195,
37,609,647,
36,155,192,
38,578,617,
37,157,194,
52,583,635,
49,155,205,
44,573,617,
38,151,190,
36,559,595,
36,155,192,
38,568,607,
37,161,198,
41,571,613,
41,166,208,
37,570,607,
42,162,204,
38,576,614,
37,164,201,
39,578,617,
39,156,195,
42,569,611,
37,156,193,
36,570,606,
37,160,199,
36,569,606,
40,156,196,
37,583,620,
40,158,198,
39,586,625,
39,167,207,
55,642,698,
55,175,230,
39,583,623,
38,576,614,
37,574,612,
37,564,602,
37,570,607,
37,571,609,
37,574,612,
38,569,608,
39,579,619,
40,575,616,
38,573,612,
45,580,626,
40,582,622,
40,586,627,
40,570,610,
38,567,606,
38,576,615,
38,576,615,
38,581,619,
66,599,666,
48,586,634,
38,590,629,
45,577,622,
43,575,619,
39,577,617,
37,588,625,
37,580,617,
37,583,620,
52,581,633,
37,583,621,
36,588,625,
42,576,618,
53,582,636,
38,591,629,
44,591,635,
38,576,615,
47,584,632,
37,590,628,
37,580,617,
37,576,614,
37,583,620,
39,572,611,
42,568,610,
36,574,611,
37,578,616,
44,581,626,
44,574,619,
42,570,613,
40,576,617,
37,584,621,
36,586,623,
40,593,634,
42,582,624,
38,593,632,
41,602,643,
47,578,625,
41,577,619,
37,571,609,
36,571,608,
44,567,611,
37,572,610,
39,577,616,
38,569,608,
36,573,610,
37,583,620,
37,582,619,
37,569,607,
37,567,604,
41,568,610,
39,571,610,
37,572,609,
39,570,609,
37,577,615,
39,564,604,
44,559,604,
37,573,611,
38,579,618,
39,562,602,
38,576,615,
38,585,623,
37,589,627,
48,567,616,
38,574,613,
41,574,615,
38,568,607,
39,573,613,
44,580,625,
42,577,619,
44,614,659,
81,654,736,
42,584,626,
48,581,630,
41,586,628,
39,594,633,
39,578,618,
42,571,613,
43,579,623,
41,588,629,
40,581,621,
80,604,684,
42,589,632,
56,606,663,
44,587,631,
42,572,615,
40,577,617,
39,581,620,
39,661,701,
78,587,666,
39,575,614,
46,569,615,
38,569,607,
37,576,614,
38,571,609,
38,568,606,
37,601,638,
37,573,611,
36,561,598,
68,578,646,
37,585,623,
37,563,601,
40,563,604,
37,577,614,
40,605,645,
38,566,605,
39,572,612,
38,596,634,
38,569,608,
37,567,604,
37,583,620,
38,567,606,
37,596,633,
37,568,605,
37,564,602,
46,567,613,
36,567,604,
39,572,612,
51,568,620,
37,576,613,
36,585,622,
37,568,605,
36,571,608,
36,559,596,
37,563,600,
37,574,612,
37,587,625,
39,590,629,
42,575,618,
37,583,620,
36,567,604,
37,564,602,
42,566,609,
36,564,600,
36,564,601,
37,590,628,
36,579,616,
58,573,631,
37,568,606,
37,568,606,
40,572,613,
37,574,611,
37,591,628,
45,571,616,
37,573,610,
37,571,609,
38,583,621,
39,586,625,
37,584,622,
38,599,637,
42,573,616,
41,589,630,
40,581,622,
38,574,613,
37,570,608,
49,593,642,
37,568,605,
37,603,640,
39,577,617,
39,592,632,
63,637,700,
87,606,693,
39,588,627,
37,569,607,
39,585,624,
38,608,647,
39,580,619,
38,580,618,
39,577,616,
47,598,646,
43,603,647,
71,628,700,
51,660,712,
43,609,653,
46,591,638,
38,579,618,
42,593,636,
38,582,621,
39,567,606,
37,598,636,
61,609,671,
39,592,631,
39,572,611,
58,575,633,
37,585,623,
38,593,631,
48,568,616,
37,586,624,
37,608,646,
37,574,611,
48,590,639,
38,594,633,
39,579,619,
39,584,624,
37,584,622,
37,569,606,
43,597,641,
37,588,625,
37,563,600,
39,570,609,
37,599,636,
36,570,606,
37,569,606,
38,583,621,
41,605,646,
39,562,601,
40,568,608,
37,580,618,
37,571,608,
36,565,602,
46,606,653,
38,576,614,
47,599,647,
39,575,615,
37,610,648,
61,575,637,
40,581,621,
40,578,618,
50,601,651,
46,574,621,
38,603,642,
37,566,604,
38,561,600,
37,570,607,
36,571,607,
37,558,595,
37,574,611,
37,575,612,
37,615,652,
39,583,623,
37,587,624,
36,572,609,
37,574,612,
39,572,611,
36,566,603,
44,572,617,
38,596,635,
37,590,628,
47,582,630,
45,582,628,
36,570,607,
36,574,611,
37,573,611,
36,594,631,
38,568,606,
38,579,617,
39,591,631,
50,675,725,
91,636,728,
39,574,614,
42,591,634,
37,614,652,
39,580,620,
45,569,614,
37,576,614,
37,581,619,
37,590,627,
43,595,638,
39,615,655,
43,592,635,
41,588,629,
39,588,628,
39,576,616,
47,572,620,
38,581,619,
50,628,679,
68,632,701,
38,576,615,
37,580,617,
36,589,626,
37,577,615,
47,566,614,
37,580,618,
39,593,633,
37,579,616,
37,589,627,
36,582,619,
38,576,615,
37,576,613,
39,572,612,
37,575,612,
39,605,644,
39,567,606,
41,594,635,
66,574,640,
37,575,613,
36,562,599,
38,563,601,
37,573,611,
37,605,642,
37,566,603,
36,571,608,
36,572,609,
36,579,616,
51,570,621,
36,572,609,
37,571,608,
37,590,627,
37,574,612,
36,564,601,
46,567,613,
37,575,612,
58,567,626,
45,576,622,
40,610,650,
50,586,637,
65,594,660,
36,581,618,
36,571,608,
37,560,597,
37,572,609,
37,576,614,
38,600,638,
39,565,604,
36,566,603,
